Barcode,Cluster
687756_2,Cnidocytes_Neurons
354555_2,Calicoblasts
138385_2,Neurons_1_1
877570_2,Neurons_1_1
403132_2,Neurons_1_1
667979_2,Neurons_2
425369_2,Neurons_1_1
784693_2,Neurons_1_1
316108_2,Neurons_1_1
751677_2,Digestive_filaments
460590_2,Neurons_1_1
91121_2,Neurons_1_1
525003_2,Muscle_cells
740429_2,Neurons_1_1
693415_2,Neurons_1_1
272705_2,Epidermis
734136_2,Neurons_1_1
410587_2,Neurons_1_1
710103_2,Neurons_1_1
479915_2,Neurons_1_1
676789_2,Epidermis
195230_2,Neurons_1_1
677454_2,Calicoblasts
383302_2,Neurons_1_1
725597_2,Neurons_1_1
100488_2,Neurons_1_1
808396_2,Neurons_1_1
530174_2,Neurons_1_1
361351_2,Gastrodermis_1
80131_2,Neurons_1_1
339628_2,Neurons_1_1
594407_2,Neurons_1_1
565305_2,Neurons_1_1
247213_2,Neurons_1_1
813612_2,Calicoblasts
666778_2,Digestive_filaments
385813_2,Neurons_1_1
571726_2,Neurons_1_1
865686_2,Neurons_1_1
240894_2,Neurons_1_1
205417_2,Neurons_1_1
567786_2,Neurons_1_1
360793_2,Neurons_1_1
128476_2,Neurons_1_1
235872_2,Neurons_1_1
802852_2,Alga_hosting_cells_1
352229_2,Neurons_1_1
127174_2,Neurons_1_1
502423_2,Neurons_1_1
533639_2,Neurons_1_1
194315_2,Neurons_1_1
298136_2,Neurons_1_1
715894_2,Neurons_1_1
860785_2,Neurons_1_1
524456_2,Neurons_1_1
117720_2,Neurons_1_1
70812_2,Neurons_1_1
632628_2,Neurons_1_2
440212_2,Neurons_1_1
437100_2,Neurons_1_1
792931_2,Calicoblasts
232310_2,Neurons_1_1
614297_2,Calicoblasts
217155_2,Neurons_1_1
407139_2,Neurons_1_1
395150_2,Neurons_1_1
484657_2,Neurons_1_1
324843_2,Neurons_1_1
353098_2,Neurons_1_1
694752_2,Neurons_2
160621_2,Neurons_1_1
679462_2,Neurons_1_1
743867_2,Neurons_1_1
609532_2,Neurons_1_1
86444_2,Calicoblasts
481866_2,Neurons_1_1
466902_2,Neurons_1_1
198515_2,Alga_hosting_cells_1
712282_2,Neurons_1_1
262587_2,Neurons_1_1
701165_2,Calicoblasts
677342_2,Neurons_2
392120_2,Calicoblasts
603805_2,Neurons_1_1
254747_2,Neurons_1_1
171484_2,Neurons_1_1
246050_2,Gastrodermis_1
329288_2,Neurons_1_1
872544_2,Neurons_1_1
659999_2,Neurons_1_1
484825_2,Neurons_1_1
231442_2,Neurons_1_1
155537_2,Neurons_1_1
606991_2,Neurons_1_1
637014_2,Neurons_2
215594_2,Neurons_1_1
348903_2,Neurons_1_1
637862_2,Neurons_1_1
573052_2,Neurons_1_1
486442_2,Immune_cells_1
809126_2,Neurons_1_1
386080_2,Neurons_1_1
356570_2,Neurons_1_1
841494_2,Neurons_1_1
279453_2,Neurons_1_1
142563_2,Neurons_1_1
782241_2,Neurons_1_1
604565_2,Neurons_1_1
458326_2,Neurons_1_1
851084_2,Neurons_1_1
583325_2,Gastrodermis_1
155298_2,Gastrodermis_1
100244_2,Cnidocytes_1
466685_2,Neurons_1_1
467357_2,Neurons_1_1
68760_2,Neurons_1_1
830512_2,Calicoblasts
244252_2,Calicoblasts
518774_2,Neurons_1_1
143078_2,Neurons_1_1
523680_2,Neurons_1_1
144713_2,Neurons_1_1
696806_2,Neurons_1_1
481145_2,Neurons_1_1
412412_2,Cnidocytes_2
38952_2,Neurons_1_1
827207_2,Neurons_1_1
506586_2,Cnidocytes_Neurons
543521_2,Neurons_1_1
310708_2,Neurons_2
212084_2,Neurons_1_1
395844_2,Neurons_1_1
879975_2,Neurons_1_1
223356_2,Neurons_1_1
736185_2,Neurons_1_1
53841_2,Neurons_1_1
356740_2,Neurons_1_1
653915_2,Neurons_1_1
671437_2,Muscle_cells
199118_2,Immune_cells_2
546643_2,Neurons_1_1
530656_2,Neurons_1_1
376079_2,Neurons_1_1
334108_2,Neurons_1_1
159067_2,Digestive_filaments
587881_2,Neurons_1_1
720366_2,Neurons_1_1
172763_2,Neurons_1_1
465811_2,Neurons_1_1
339022_2,Neurons_1_1
380033_2,Calicoblasts
379183_2,Neurons_1_1
335037_2,Neurons_1_1
483267_2,Neurons_2
264128_2,Neurons_1_1
800533_2,Neurons_1_1
127938_2,Neurons_1_1
707400_2,Neurons_1_1
643192_2,Alga_hosting_cells_1
22759_2,Neurons_2
109986_2,Neurons_1_1
20726_2,Neurons_1_1
7699_2,Neurons_1_1
227499_2,Neurons_2
875253_2,Neurons_2
593473_2,Gastrodermis_1
250089_2,Neurons_1_1
173415_2,Neurons_1_1
770683_2,Calicoblasts
657380_2,Neurons_1_1
205333_2,Neurons_1_1
21966_2,Neurons_1_1
856507_2,Neurons_1_1
475275_2,Neurons_1_1
27773_2,Neurons_1_1
496767_2,Neurons_1_1
455828_2,Neurons_2
571430_2,Neurons_1_1
422280_2,Neurons_1_1
666121_2,Neurons_1_1
98222_2,Cnidocytes_Neurons
541319_2,Neurons_1_1
594017_2,Neurons_1_1
560268_2,Calicoblasts
578117_2,Neurons_1_1
404065_2,Neurons_1_1
882199_2,Neurons_1_1
373943_2,Neurons_2
154242_2,Neurons_1_1
306417_2,Neurons_1_1
615722_2,Neurons_1_1
51923_2,Neurons_1_1
541666_2,Neurons_1_1
459669_2,Neurons_1_1
278722_2,Neurons_1_1
576429_2,Neurons_1_1
867356_2,Neurons_1_1
203989_2,Neurons_1_1
624952_2,Neurons_1_1
11862_2,Alga_hosting_cells_1
589665_2,Digestive_filaments
225752_2,Neurons_1_3
90743_2,Neurons_1_1
633100_2,Neurons_1_1
767119_2,Neurons_2
268126_2,Calicoblasts
693143_2,Neurons_1_1
388957_2,Neurons_1_1
772784_2,Calicoblasts
521948_2,Calicoblasts
563842_2,Neurons_1_1
444088_2,Neurons_1_1
854752_2,Neurons_1_1
243907_2,Gland_cells
621669_2,Neurons_1_1
227422_2,Neurons_1_1
7110_2,Neurons_1_1
640524_2,Epidermis
147598_2,Neurons_1_1
811180_2,Neurons_1_1
566760_2,Neurons_1_1
241548_2,Neurons_1_1
263164_2,Calicoblasts
690336_2,Neurons_1_1
523243_2,Cnidocytes_3
447249_2,Neurons_1_1
540426_2,Neurons_1_1
494850_2,Neurons_1_1
198024_2,Neurons_1_1
594953_2,Neurons_1_1
148044_2,Neurons_1_1
331293_2,Neurons_1_1
297335_2,Neurons_1_1
325457_2,Neurons_1_1
842912_2,Neurons_1_1
729046_2,Neurons_1_1
485791_2,Gland_cells
70030_2,Neurons_1_1
631892_2,Cnidocytes_Neurons
773749_2,Gland_cells
756579_2,Neurons_1_1
703215_2,Neurons_1_1
572160_2,Neurons_1_1
569972_2,Neurons_1_1
6933_2,Neurons_1_1
818398_2,Calicoblasts
412853_2,Calicoblasts
368071_2,Neurons_2
581100_2,Neurons_1_1
200122_2,Neurons_1_1
709023_2,Gastrodermis_1
392792_2,Neurons_1_1
710496_2,Neurons_1_1
122020_2,Neurons_2
455626_2,Calicoblasts
376472_2,Neurons_1_1
9355_2,Digestive_filaments
849473_2,Muscle_cells
163688_2,Neurons_1_1
44246_2,Neurons_1_1
793425_2,Calicoblasts
786072_2,Neurons_1_1
855683_2,Neurons_1_1
54328_2,Neurons_1_1
585481_2,Neurons_1_1
320505_2,Calicoblasts
880047_2,Neurons_1_1
149530_2,Neurons_1_1
239997_2,Neurons_1_1
816015_2,Neurons_2
507389_2,Epidermis
167790_2,Gland_cells
683264_2,Neurons_1_1
533674_2,Neurons_1_1
828255_2,Calicoblasts
756865_2,Neurons_1_1
619076_2,Neurons_1_1
270151_2,Neurons_1_3
571369_2,Digestive_filaments
119856_2,Neurons_1_1
528671_2,Cnidocytes_Neurons
351750_2,Neurons_1_1
713056_2,Neurons_1_1
718123_2,Neurons_1_1
303477_2,Calicoblasts
531274_2,Neurons_1_1
218944_2,Neurons_1_1
275329_2,Neurons_1_1
83825_2,Neurons_1_1
612207_2,Neurons_1_1
467787_2,Neurons_1_1
771628_2,Neurons_1_1
597400_2,Neurons_1_1
205279_2,Neurons_2
679615_2,Neurons_1_1
207720_2,Neurons_1_1
411006_2,Neurons_1_1
311627_2,Neurons_1_1
573154_2,Gastrodermis_1
523558_2,Gastrodermis_1
201469_2,Neurons_1_1
462347_2,Neurons_1_1
13229_2,Neurons_1_1
635537_2,Neurons_1_1
579336_2,Neurons_1_1
858940_2,Neurons_1_1
816622_2,Neurons_1_1
128297_2,Neurons_1_1
500079_2,Neurons_1_1
674082_2,Neurons_1_1
525652_2,Neurons_1_1
474839_2,Neurons_1_1
9521_2,Neurons_1_1
863356_2,Neurons_1_1
544205_2,Neurons_1_1
64315_2,Neurons_1_1
458526_2,Cnidocytes_Neurons
180550_2,Neurons_1_1
298867_2,Neurons_2
543157_2,Digestive_filaments
289291_2,Neurons_1_2
578863_2,Neurons_1_1
429035_2,Neurons_1_1
872820_2,Calicoblasts
827787_2,Calicoblasts
556480_2,Gastrodermis_1
126937_2,Neurons_1_1
537197_2,Neurons_1_1
686971_2,Neurons_1_1
71521_2,Neurons_1_1
789793_2,Neurons_1_1
369144_2,Neurons_1_1
619524_2,Neurons_1_1
837471_2,Neurons_1_1
637685_2,Neurons_1_1
459394_2,Calicoblasts
512479_2,Neurons_1_1
780170_2,Neurons_1_1
697622_2,Neurons_1_1
139274_2,Neurons_1_1
98603_2,Neurons_1_1
200002_2,Neurons_2
341749_2,Gland_cells
790932_2,Neurons_1_1
767452_2,Neurons_1_1
29850_2,Neurons_1_1
418344_2,Neurons_1_1
472333_2,Alga_hosting_cells_1
279757_2,Neurons_1_1
776954_2,Neurons_1_1
491585_2,Calicoblasts
153048_2,Neurons_1_1
727966_2,Neurons_1_1
434610_2,Neurons_1_1
62215_2,Neurons_1_1
580464_2,Neurons_1_1
61705_2,Neurons_1_1
55582_2,Neurons_1_1
681272_2,Neurons_1_1
818226_2,Neurons_1_1
524909_2,Digestive_filaments
275751_2,Neurons_1_1
541438_2,Neurons_1_1
179528_2,Neurons_1_1
661800_2,Neurons_1_1
147059_2,Neurons_1_1
863009_2,Neurons_1_1
643374_2,Neurons_1_1
546739_2,Neurons_1_1
818055_2,Gastrodermis_1
280035_2,Gastrodermis_1
200371_2,Neurons_1_1
878871_2,Neurons_1_1
749692_2,Neurons_1_1
417610_2,Neurons_1_1
73483_2,Neurons_1_1
593418_2,Neurons_1_1
11766_2,Neurons_1_1
367410_2,Neurons_1_1
196712_2,Neurons_2
758439_2,Neurons_1_1
744286_2,Gastrodermis_1
800057_2,Neurons_1_1
246946_2,Calicoblasts
86145_2,Neurons_1_1
68641_2,Neurons_1_1
868011_2,Neurons_1_1
63641_2,Neurons_1_1
757741_2,Epidermis
474754_2,Neurons_1_1
497414_2,Neurons_1_1
726920_2,Neurons_1_1
715984_2,Cnidocytes_1
514755_2,Neurons_1_1
831822_2,Neurons_1_1
290380_2,Gastrodermis_3
249742_2,Neurons_1_1
809323_2,Neurons_1_1
56977_2,Neurons_1_1
850850_2,Neurons_1_1
81976_2,Neurons_1_1
842599_2,Neurons_1_1
727801_2,Neurons_2
145907_2,Neurons_1_1
319354_2,Neurons_1_1
256028_2,Neurons_1_1
74569_2,Neurons_1_1
605864_2,Neurons_1_1
93443_2,Neurons_1_1
668594_2,Gland_cells
499409_2,Epidermis
92927_2,Neurons_1_1
799570_2,Digestive_filaments
291673_2,Neurons_1_1
326923_2,Neurons_1_1
681910_2,Neurons_1_1
365275_2,Epidermis
136684_2,Neurons_1_1
582323_2,Neurons_1_1
514650_2,Neurons_1_1
198280_2,Neurons_1_1
195693_2,Neurons_1_1
503870_2,Neurons_1_1
490805_2,Neurons_1_1
593509_2,Neurons_1_1
415211_2,Neurons_1_1
114403_2,Neurons_1_1
667426_2,Neurons_1_1
234473_2,Neurons_1_1
555978_2,Gland_cells
413829_2,Calicoblasts
178343_2,Cnidocytes_Neurons
659707_2,Neurons_1_1
474518_2,Gland_cells
819282_2,Neurons_1_1
586030_2,Neurons_2
562627_2,Muscle_cells
476368_2,Neurons_1_1
761778_2,Neurons_1_1
617661_2,Neurons_1_1
499533_2,Gastrodermis_3
285004_2,Neurons_1_1
532409_2,Neurons_1_1
758267_2,Neurons_1_1
167719_2,Neurons_1_1
181133_2,Epidermis
428197_2,Neurons_1_1
645575_2,Neurons_1_1
120475_2,Neurons_2
41743_2,Neurons_1_1
858035_2,Neurons_1_1
611849_2,Neurons_1_1
729396_2,Neurons_1_1
224578_2,Neurons_1_1
555680_2,Calicoblasts
541184_2,Neurons_1_1
432070_2,Neurons_1_1
303391_2,Calicoblasts
577447_2,Neurons_1_1
690388_2,Neurons_1_1
188431_2,Neurons_1_1
75207_2,Neurons_1_1
55193_2,Neurons_1_1
339548_2,Neurons_1_1
794972_2,Neurons_1_1
801516_2,Neurons_1_1
360731_2,Neurons_1_1
847942_2,Neurons_1_1
729845_2,Digestive_filaments
134592_2,Neurons_1_1
602455_2,Neurons_1_1
314096_2,Neurons_1_1
851224_2,Neurons_1_1
820986_2,Neurons_1_1
128611_2,Gland_cells
675627_2,Neurons_1_1
270235_2,Epidermis
412003_2,Neurons_1_1
133256_2,Neurons_1_1
607331_2,Neurons_1_1
342497_2,Neurons_1_1
795062_2,Neurons_1_1
570289_2,Neurons_1_1
814121_2,Neurons_1_1
288935_2,Cnidocytes_2
608467_2,Neurons_1_1
448557_2,Gastrodermis_3
761284_2,Neurons_2
102222_2,Neurons_1_1
144977_2,Gastrodermis_1
666738_2,Neurons_1_1
196841_2,Gastrodermis_1
206266_2,Neurons_1_1
238093_2,Neurons_1_1
831865_2,Neurons_1_1
473978_2,Neurons_1_1
608790_2,Epidermis
550429_2,Neurons_1_1
540158_2,Neurons_1_1
385935_2,Gastrodermis_3
132701_2,Neurons_1_1
533215_2,Gastrodermis_1
226921_2,Neurons_1_1
513948_2,Neurons_1_1
46646_2,Neurons_1_1
477417_2,Neurons_1_1
93112_2,Neurons_1_1
827454_2,Calicoblasts
420050_2,Cnidocytes_Neurons
11549_2,Neurons_1_1
9243_2,Neurons_1_1
69712_2,Neurons_1_1
735309_2,Neurons_1_1
808818_2,Gastrodermis_1
22342_2,Neurons_1_1
804370_2,Neurons_1_1
361112_2,Gastrodermis_3
536038_2,Cnidocytes_Neurons
105649_2,Neurons_1_1
848006_2,Neurons_1_1
584171_2,Neurons_1_1
710455_2,Neurons_1_1
137562_2,Calicoblasts
654332_2,Neurons_1_1
550368_2,Neurons_1_1
462384_2,Neurons_1_1
249612_2,Neurons_1_1
781128_2,Gastrodermis_3
418574_2,Neurons_1_1
589114_2,Neurons_1_1
554254_2,Neurons_1_1
137192_2,Neurons_1_1
155341_2,Neurons_1_1
748231_2,Neurons_1_1
873005_2,Neurons_1_1
486752_2,Neurons_1_1
163546_2,Alga_hosting_cells_1
208402_2,Neurons_1_1
207510_2,Neurons_1_1
33791_2,Neurons_1_1
825077_2,Neurons_1_1
531730_2,Neurons_1_1
312354_2,Alga_hosting_cells_1
649863_2,Cnidocytes_Neurons
149891_2,Neurons_1_1
851783_2,Neurons_1_1
207586_2,Neurons_1_1
18637_2,Neurons_1_1
30994_2,Neurons_1_1
329853_2,Neurons_1_1
787198_2,Neurons_1_1
410816_2,Neurons_1_1
635629_2,Gastrodermis_3
224619_2,Neurons_1_1
786979_2,Neurons_1_1
409780_2,Neurons_1_1
285452_2,Neurons_1_1
270751_2,Neurons_1_1
364513_2,Neurons_1_1
272066_2,Neurons_1_1
52404_2,Neurons_2
586275_2,Neurons_1_1
610788_2,Epidermis
168244_2,Neurons_1_1
321123_2,Neurons_1_1
220458_2,Neurons_1_1
713748_2,Neurons_1_1
792569_2,Neurons_2
553425_2,Neurons_1_1
163478_2,Neurons_1_1
130249_2,Calicoblasts
870652_2,Neurons_1_1
641847_2,Neurons_1_1
772996_2,Neurons_1_1
1212_2,Neurons_1_1
793009_2,Neurons_1_1
700962_2,Neurons_1_1
549967_2,Neurons_1_1
608212_2,Neurons_1_1
311983_2,Neurons_1_1
128669_2,Neurons_1_1
159910_2,Neurons_1_1
499437_2,Neurons_1_1
526247_2,Neurons_1_1
457401_2,Neurons_1_1
134087_2,Neurons_1_1
788443_2,Neurons_1_1
620127_2,Neurons_1_1
526291_2,Calicoblasts
829175_2,Epidermis
10027_2,Digestive_filaments
43336_2,Calicoblasts
674740_2,Neurons_1_1
765929_2,Calicoblasts
646322_2,Neurons_1_1
842307_2,Digestive_filaments
270893_2,Neurons_1_1
434144_2,Neurons_1_1
845864_2,Neurons_2
649400_2,Neurons_1_1
702275_2,Neurons_1_1
282923_2,Neurons_1_1
876704_2,Calicoblasts
300943_2,Neurons_1_1
718349_2,Neurons_1_1
814203_2,Gastrodermis_1
488692_2,Neurons_1_1
873909_2,Neurons_1_1
547439_2,Neurons_1_1
827320_2,Neurons_1_1
566386_2,Gland_cells
552545_2,Neurons_1_1
660344_2,Neurons_1_1
519311_2,Neurons_1_1
755528_2,Neurons_1_1
258156_2,Neurons_1_1
334440_2,Neurons_1_1
255747_2,Neurons_1_1
64022_2,Neurons_1_1
537425_2,Calicoblasts
872534_2,Neurons_1_1
177033_2,Neurons_1_1
46464_2,Neurons_1_1
35708_2,Neurons_1_1
75623_2,Neurons_1_1
780967_2,Neurons_1_1
506972_2,Neurons_1_1
765337_2,Neurons_1_1
12324_2,Neurons_1_1
866574_2,Neurons_1_1
711393_2,Neurons_1_1
503593_2,Neurons_1_1
161358_2,Calicoblasts
107059_2,Neurons_1_1
434935_2,Neurons_1_1
652062_2,Neurons_1_1
244828_2,Neurons_1_1
481853_2,Neurons_1_1
742113_2,Calicoblasts
456196_2,Neurons_1_1
823050_2,Neurons_1_1
433_2,Neurons_2
772027_2,Neurons_1_1
207643_2,Neurons_2
533265_2,Neurons_2
410977_2,Digestive_filaments
383547_2,Neurons_1_1
210939_2,Neurons_1_1
630174_2,Neurons_1_1
319548_2,Neurons_1_1
231563_2,Gland_cells
384849_2,Neurons_1_1
671004_2,Neurons_1_1
301359_2,Neurons_2
877813_2,Neurons_1_1
95331_2,Neurons_1_1
361977_2,Neurons_2
668555_2,Neurons_1_1
466126_2,Neurons_1_1
532756_2,Neurons_1_1
243532_2,Neurons_1_1
562280_2,Neurons_1_1
408622_2,Neurons_1_1
296003_2,Calicoblasts
857204_2,Neurons_1_1
16906_2,Calicoblasts
833038_2,Neurons_1_1
632254_2,Gastrodermis_3
543936_2,Neurons_2
131835_2,Neurons_1_1
547370_2,Neurons_1_1
658425_2,Neurons_1_1
99380_2,Neurons_1_1
779248_2,Calicoblasts
353842_2,Neurons_1_1
492275_2,Neurons_1_1
169975_2,Neurons_1_1
479225_2,Neurons_1_1
246887_2,Neurons_1_1
200341_2,Neurons_1_1
147512_2,Neurons_1_1
623474_2,Neurons_1_1
157346_2,Calicoblasts
803306_2,Neurons_1_1
686331_2,Gastrodermis_1
581255_2,Neurons_1_1
397673_2,Neurons_1_1
377401_2,Neurons_1_1
294098_2,Neurons_1_1
177176_2,Neurons_1_1
698094_2,Neurons_2
502037_2,Gastrodermis_1
348846_2,Neurons_1_1
4896_2,Neurons_1_1
410609_2,Neurons_1_1
207933_2,Epidermis
722871_2,Neurons_1_1
700422_2,Neurons_1_1
489776_2,Neurons_1_1
485035_2,Neurons_1_1
680354_2,Neurons_1_1
318580_2,Neurons_1_1
271287_2,Gastrodermis_1
116789_2,Neurons_1_1
284160_2,Gland_cells
701019_2,Neurons_1_1
137148_2,Neurons_1_1
7929_2,Neurons_1_1
476711_2,Calicoblasts
814358_2,Neurons_1_1
358707_2,Neurons_1_1
556940_2,Neurons_1_1
386330_2,Neurons_1_1
156760_2,Neurons_1_1
678639_2,Neurons_1_1
129227_2,Neurons_1_1
84868_2,Neurons_1_1
318011_2,Neurons_1_1
44821_2,Neurons_1_1
477919_2,Neurons_2
538487_2,Calicoblasts
201852_2,Neurons_1_1
646708_2,Neurons_1_1
332232_2,Neurons_1_1
215236_2,Neurons_1_1
151875_2,Neurons_1_1
837751_2,Immune_cells_3
520477_2,Calicoblasts
801061_2,Neurons_1_1
173582_2,Neurons_1_1
666268_2,Neurons_1_1
184807_2,Digestive_filaments
223802_2,Neurons_1_1
352810_2,Neurons_1_1
168518_2,Neurons_1_1
691428_2,Neurons_1_1
753561_2,Neurons_1_1
494409_2,Neurons_1_1
276219_2,Neurons_1_1
428882_2,Neurons_1_1
747915_2,Neurons_1_1
616991_2,Gastrodermis_3
91584_2,Calicoblasts
171512_2,Neurons_1_1
739461_2,Neurons_1_1
311409_2,Neurons_2
835996_2,Neurons_1_1
751036_2,Neurons_1_1
582775_2,Calicoblasts
519397_2,Neurons_1_1
484229_2,Neurons_1_1
747896_2,Neurons_1_1
481675_2,Cnidocytes_Neurons
100639_2,Neurons_1_1
29871_2,Calicoblasts
545439_2,Neurons_1_1
169518_2,Neurons_1_1
759176_2,Neurons_1_1
520108_2,Neurons_1_1
460934_2,Neurons_1_1
407695_2,Neurons_1_1
318681_2,Neurons_1_2
64531_2,Neurons_1_1
753473_2,Calicoblasts
49399_2,Neurons_1_1
356636_2,Neurons_1_1
485222_2,Neurons_1_1
794809_2,Gastrodermis_1
68177_2,Calicoblasts
180019_2,Gastrodermis_1
716236_2,Neurons_1_1
24645_2,Neurons_1_1
858962_2,Neurons_1_1
230109_2,Neurons_1_1
453435_2,Muscle_cells
112493_2,Neurons_1_1
450715_2,Epidermis
109876_2,Neurons_1_1
753983_2,Neurons_1_1
470175_2,Neurons_1_1
568330_2,Neurons_1_1
221104_2,Neurons_1_1
13021_2,Neurons_1_1
779839_2,Neurons_1_1
193941_2,Neurons_1_1
729430_2,Neurons_1_1
258336_2,Digestive_filaments
703606_2,Neurons_1_1
279460_2,Neurons_1_1
68244_2,Neurons_1_1
712018_2,Neurons_1_1
806593_2,Neurons_1_1
790555_2,Neurons_1_1
286415_2,Gland_cells
369892_2,Neurons_1_1
45703_2,Neurons_1_1
331804_2,Neurons_2
243837_2,Neurons_1_1
257249_2,Neurons_2
483719_2,Neurons_1_1
718842_2,Neurons_1_1
45663_2,Epidermis
463108_2,Neurons_1_1
843299_2,Neurons_1_1
611616_2,Cnidocytes_2
324166_2,Neurons_1_1
735268_2,Cnidocytes_Neurons
716648_2,Cnidocytes_Neurons
114325_2,Neurons_1_1
753511_2,Neurons_1_1
818410_2,Neurons_1_1
628732_2,Neurons_1_1
23254_2,Neurons_1_1
448445_2,Neurons_1_1
379974_2,Neurons_1_1
233110_2,Neurons_1_1
768432_2,Neurons_1_1
501078_2,Gland_cells
284988_2,Neurons_1_1
286970_2,Neurons_1_1
866175_2,Neurons_1_1
799583_2,Neurons_1_1
45985_2,Neurons_1_1
61780_2,Epidermis
261470_2,Neurons_1_1
78555_2,Neurons_1_1
578178_2,Neurons_1_1
550068_2,Neurons_1_1
421175_2,Calicoblasts
69900_2,Neurons_1_1
689491_2,Gastrodermis_1
501299_2,Neurons_1_1
550933_2,Neurons_1_1
878921_2,Neurons_1_1
663300_2,Calicoblasts
249185_2,Neurons_1_1
637584_2,Neurons_1_1
326753_2,Neurons_2
261821_2,Neurons_1_1
174622_2,Neurons_1_1
260145_2,Neurons_1_1
806481_2,Neurons_1_1
693189_2,Calicoblasts
630543_2,Neurons_1_1
346226_2,Neurons_1_1
79907_2,Neurons_1_1
520560_2,Neurons_1_1
511947_2,Neurons_1_1
146745_2,Neurons_1_1
81469_2,Cnidocytes_Neurons
231340_2,Calicoblasts
172263_2,Neurons_1_1
848469_2,Neurons_1_1
501754_2,Neurons_1_1
342439_2,Neurons_1_1
288678_2,Neurons_1_1
412677_2,Neurons_1_1
346575_2,Neurons_1_1
583327_2,Neurons_1_1
382138_2,Calicoblasts
672444_2,Neurons_1_1
380944_2,Digestive_filaments
285907_2,Neurons_1_1
790867_2,Neurons_1_1
45273_2,Alga_hosting_cells_1
735672_2,Neurons_1_1
547950_2,Neurons_1_1
175541_2,Neurons_1_1
810086_2,Neurons_1_1
591100_2,Neurons_1_3
29699_2,Neurons_1_1
334528_2,Calicoblasts
603924_2,Neurons_1_1
534287_2,Neurons_1_1
443902_2,Neurons_1_1
840974_2,Neurons_1_1
374754_2,Neurons_1_1
717025_2,Neurons_1_1
235849_2,Neurons_1_1
723099_2,Neurons_1_1
30997_2,Neurons_1_1
837660_2,Neurons_1_1
295116_2,Gland_cells
574607_2,Neurons_1_1
68580_2,Neurons_1_1
649571_2,Neurons_2
83461_2,Neurons_1_1
630975_2,Neurons_1_1
358200_2,Neurons_1_1
882137_2,Neurons_1_1
444284_2,Neurons_1_1
307978_2,Neurons_1_1
694015_2,Neurons_1_1
346018_2,Neurons_1_1
834724_2,Gastrodermis_1
419209_2,Neurons_1_1
836939_2,Neurons_2
5074_2,Neurons_2
308165_2,Neurons_1_1
185181_2,Neurons_1_1
471979_2,Neurons_1_1
42316_2,Gastrodermis_1
336650_2,Neurons_1_1
668410_2,Neurons_1_1
822369_2,Neurons_1_1
392500_2,Neurons_1_1
770020_2,Neurons_1_1
687511_2,Calicoblasts
9925_2,Neurons_1_1
171386_2,Neurons_1_1
803429_2,Neurons_1_1
421751_2,Neurons_1_1
124213_2,Calicoblasts
586970_2,Neurons_1_1
389091_2,Neurons_1_1
745652_2,Calicoblasts
857346_2,Neurons_1_1
71462_2,Neurons_1_1
489207_2,Epidermis
164285_2,Calicoblasts
502693_2,Neurons_1_1
113165_2,Neurons_1_1
856710_2,Neurons_1_1
285330_2,Gastrodermis_1
610910_2,Gland_cells
160753_2,Gastrodermis_1
525360_2,Neurons_1_1
457110_2,Neurons_1_1
578965_2,Neurons_1_1
623763_2,Neurons_1_1
696631_2,Neurons_1_1
687855_2,Neurons_1_1
315957_2,Neurons_2
329907_2,Neurons_1_1
790455_2,Neurons_1_1
767348_2,Neurons_1_1
199535_2,Neurons_1_1
451785_2,Neurons_1_1
254263_2,Neurons_1_1
467232_2,Neurons_1_1
759091_2,Neurons_1_1
568443_2,Neurons_2
265736_2,Neurons_1_1
96961_2,Neurons_1_1
245275_2,Neurons_1_1
195974_2,Neurons_1_1
113965_2,Epidermis
303096_2,Neurons_1_1
485388_2,Neurons_1_1
762061_2,Neurons_1_1
144228_2,Neurons_1_1
805184_2,Neurons_1_1
236094_2,Calicoblasts
292126_2,Neurons_1_1
145206_2,Neurons_1_1
567738_2,Cnidocytes_Neurons
692043_2,Neurons_1_1
511033_2,Neurons_1_1
734472_2,Neurons_1_1
702345_2,Neurons_1_1
311428_2,Neurons_2
556311_2,Neurons_1_1
164222_2,Neurons_1_1
73814_2,Neurons_1_1
630815_2,Neurons_1_1
360450_2,Neurons_1_1
675535_2,Neurons_1_1
683759_2,Neurons_1_1
83585_2,Neurons_1_1
148805_2,Neurons_1_1
44990_2,Neurons_1_1
544611_2,Immune_cells_2
558354_2,Neurons_1_1
172785_2,Epidermis
426430_2,Neurons_1_1
715293_2,Neurons_1_1
139948_2,Neurons_1_1
632201_2,Calicoblasts
405958_2,Neurons_1_1
71978_2,Neurons_1_1
856896_2,Neurons_1_1
120110_2,Neurons_1_1
570553_2,Neurons_1_1
70138_2,Neurons_1_1
596629_2,Neurons_1_1
810513_2,Gland_cells
496150_2,Neurons_1_1
434574_2,Neurons_1_1
836635_2,Neurons_1_1
152154_2,Neurons_1_1
881224_2,Neurons_1_1
509534_2,Neurons_1_1
230471_2,Neurons_1_1
254734_2,Calicoblasts
354473_2,Neurons_1_1
761608_2,Neurons_2
588381_2,Neurons_1_1
543123_2,Neurons_1_1
570037_2,Neurons_1_1
100954_2,Neurons_1_1
234769_2,Neurons_1_1
694542_2,Neurons_1_1
168592_2,Neurons_1_1
91501_2,Neurons_1_1
614796_2,Neurons_1_1
368614_2,Neurons_1_2
228666_2,Neurons_1_1
